text,department,section,priority,time_bucket
Please a 2 hour auto tensioning device check on near Mathura next friday during the afternoon,trd,MTJ-AGC,medium,afternoon
"Requesting to a 4h point machine repair on BPL-ET next friday, important",st,BPL-ET,high,unspecified
"Kindly schedule a quick power supply inspection early morning on the Mathura-Agra stretch, non-urgent",trd,MTJ-AGC,low,early_morning
"Please plan rail welding repair on New Delhi to Mathura at night next thursday, priority",engg,NDLS-MTJ,high,night
Can you schedule plan rail joint repair on Prayagraj section in the afternoon next monday,engg,CNB-ALD,medium,afternoon
"Please schedule a 2 hour relay room maintenance in the evening on the Bhopal-Itarsi stretch, low priority",st,BPL-ET,low,evening
"need track patrolling on the Bhopal-Itarsi stretch next friday before dawn, urgent",engg,BPL-ET,critical,early_morning
We need to a 2 hour signal cable inspection on Itarsi section day after tomorrow in the pre-dawn hours,st,BPL-ET,medium,early_morning
"Kindly need overhead line repair on BPL-ET this weekend in the afternoon, minor",trd,BPL-ET,low,afternoon
"Can you schedule plan bridge inspection on Kanpur to Allahabad during the afternoon next wednesday, non-urgent",engg,CNB-ALD,low,afternoon
signal maintenance required near CNB-ALD next wednesday during the morning,st,CNB-ALD,medium,morning
"Can you schedule a 2 hour ballast renewal on the Prayagraj-Mughalsarai stretch tonight during the evening, low priority",engg,ALD-MGS,low,evening
"We need to catenary wire repair on Allahabad to Mughalsarai day after tomorrow, routine",trd,ALD-MGS,low,unspecified
"bridge inspection on Agra Cantt section during the evening , top priority a 2h",engg,MTJ-AGC,critical,evening
"We need to plan overhead line repair on the Prayagraj-Mughalsarai stretch in the midnight window next tuesday, critical",trd,ALD-MGS,critical,night
"Kindly schedule a 1h signal circuit testing today in the evening on New Delhi to Mathura, non-urgent",st,NDLS-MTJ,low,evening
plan OHE wire tensioning on Agra to Kanpur in the midnight window in 3 days,trd,AGC-CNB,medium,night
traction substation check required near the Prayagraj-Mughalsarai stretch during the evening,trd,ALD-MGS,medium,evening
"track patrolling on the Pandit Deen Dayal Upadhyaya Jn section in the morning , routine a 2 hour",engg,ALD-MGS,low,morning
Can you schedule plan track patrolling on Ghaziabad section in the morning tomorrow,engg,NDLS-MTJ,medium,morning
"We need to a 2h route relay interlocking check on the Kanpur-Prayagraj stretch next saturday, whenever convenient",st,CNB-ALD,low,unspecified
"We need to a 4h OHE inspection on AGC-CNB in the evening, urgent",trd,AGC-CNB,critical,evening
"Please need rail welding repair on near Prayagraj next monday early morning, top priority",engg,ALD-MGS,critical,early_morning
"pantograph inspection on the Pandit Deen Dayal Upadhyaya Jn section , important",trd,ALD-MGS,high,unspecified
"deep screening on near Kanpur , minor a 4h next saturday",engg,CNB-ALD,low,unspecified
"Kindly schedule a 2h signal circuit testing this weekend during the evening on the Mathura-Agra stretch, minor",st,MTJ-AGC,low,evening
Kindly a 2 hour point machine repair on the Kanpur-Prayagraj stretch today overnight,st,CNB-ALD,medium,night
Minor signal failure attention required near Bhopal to Itarsi today overnight,st,BPL-ET,low,night
"OHE snag rectification on Agra Cantt section , whenever convenient a 3h next tuesday",trd,MTJ-AGC,low,unspecified
We need to need overhead line repair on the Delhi-Mathura corridor in 3 days in the afternoon,trd,NDLS-MTJ,medium,afternoon
Can you schedule plan OHE wire tensioning on near New Delhi in the evening day after tomorrow,trd,NDLS-MTJ,medium,evening
Requesting to need sleeper replacement on New Delhi to Mathura this weekend before dawn,engg,NDLS-MTJ,medium,early_morning
"Kindly need block instrument check on near Agra tomorrow during the evening, asap",st,AGC-CNB,critical,evening
"Requesting to plan bridge inspection on Agra Cantt section at night this weekend, urgent",engg,MTJ-AGC,critical,night
signal failure attention on BPL-ET a 3h next thursday,st,BPL-ET,medium,unspecified
"We need to a 3h traction motor check on Allahabad to Mughalsarai in a week before dawn, high priority",trd,ALD-MGS,high,early_morning
"Can you schedule a quick OHE wire tensioning on MTJ-AGC this weekend, low priority",trd,MTJ-AGC,low,unspecified
"Requesting to schedule a 2 hour formation strengthening next friday before dawn on Mathura to Agra, minor",engg,MTJ-AGC,low,early_morning
"Please a 3h bridge inspection on near Agra this weekend in the evening, priority",engg,AGC-CNB,high,evening
Please plan relay room maintenance on near Bhopal during the morning,st,BPL-ET,medium,morning
"need formation strengthening on CNB-ALD in 3 days during the morning, non-urgent",engg,CNB-ALD,low,morning
"Kindly schedule a 2h interlocking check in 3 days in the evening on Kanpur to Allahabad, minor",st,CNB-ALD,low,evening
Whenever convenient auto tensioning device check required near Agra Cantt section next friday during the evening,trd,MTJ-AGC,low,evening
Kindly a 1h telecom cable repair on near Agra today during the afternoon,st,AGC-CNB,medium,afternoon
"formation strengthening on Allahabad to Mughalsarai overnight , priority a 2 hour next friday",engg,ALD-MGS,high,night
"a 3h telecom cable repair on BPL-ET next thursday in the afternoon, as soon as possible",st,BPL-ET,high,afternoon
Requesting to need track circuit fault on the Agra-Kanpur stretch next tuesday in the afternoon,engg,AGC-CNB,medium,afternoon
"Requesting to schedule a 1h interlocking check this weekend in the afternoon on near New Delhi, non-urgent",st,NDLS-MTJ,low,afternoon
"Kindly schedule broken rail repair next thursday during the evening on CNB-ALD, minor",engg,CNB-ALD,low,evening
"schedule a 1h track geometry check tomorrow on New Delhi to Mathura, priority",engg,NDLS-MTJ,high,unspecified
"We need to need signal circuit testing on Agra Cantt section day after tomorrow in the afternoon, asap",st,MTJ-AGC,critical,afternoon
"We need to plan axle counter testing on NDLS-MTJ in the pre-dawn hours this weekend, high priority",st,NDLS-MTJ,high,early_morning
"Kindly need sleeper replacement on the Kanpur-Prayagraj stretch next monday in the afternoon, immediately",engg,CNB-ALD,critical,afternoon
"Requesting to need auto tensioning device check on near Prayagraj next tuesday before dawn, whenever convenient",trd,ALD-MGS,low,early_morning
"sleeper replacement on New Delhi to Mathura early morning , as soon as possible a 4h tonight",engg,NDLS-MTJ,high,early_morning
"Requesting to plan overhead line repair on the Kanpur-Prayagraj stretch during the evening next tuesday, an emergency",trd,CNB-ALD,critical,evening
"schedule a 1h OHE snag rectification next monday in the afternoon on Agra to Kanpur, as soon as possible",trd,AGC-CNB,high,afternoon
"Please a 4h rail joint repair on Mathura to Agra tomorrow, routine",engg,MTJ-AGC,low,unspecified
"We need to plan track circuit fault on Prayagraj section before dawn in a week, minor",engg,CNB-ALD,low,early_morning
point machine repair required near the Kanpur-Prayagraj stretch next thursday in the afternoon,st,CNB-ALD,medium,afternoon
Asap track patrolling required near Mathura to Agra next thursday during the afternoon,engg,MTJ-AGC,critical,afternoon
"track patrolling on Ghaziabad section before dawn , important a 4h next saturday",engg,NDLS-MTJ,high,early_morning
traction motor check required near Kanpur to Allahabad next saturday early morning,trd,CNB-ALD,medium,early_morning
Requesting to plan traction transformer check on NDLS-MTJ before dawn next thursday,trd,NDLS-MTJ,medium,early_morning
Low priority axle counter testing required near New Delhi to Mathura tonight,st,NDLS-MTJ,low,unspecified
Kindly need rail grinding on Bhopal to Itarsi next monday,engg,BPL-ET,medium,unspecified
Whenever convenient level crossing signal check required near Allahabad to Mughalsarai day after tomorrow,st,ALD-MGS,low,unspecified
level crossing signal check required near ALD-MGS next tuesday,st,ALD-MGS,medium,unspecified
"Requesting to need sleeper replacement on near Kanpur day after tomorrow overnight, non-urgent",engg,CNB-ALD,low,night
"OHE wire tensioning on Prayagraj section in the pre-dawn hours , important a 3h tonight",trd,CNB-ALD,high,early_morning
a 2 hour rail grinding on the Prayagraj-Mughalsarai stretch this weekend during the evening,engg,ALD-MGS,medium,evening
"Kindly a 2 hour auto tensioning device check on Kanpur to Allahabad tonight during the morning, as soon as possible",trd,CNB-ALD,high,morning
schedule a 4h signal cable inspection tonight at night on New Delhi-Ghaziabad stretch,st,NDLS-MTJ,medium,night
"We need to schedule a quick deep screening today on ALD-MGS, critical",engg,ALD-MGS,critical,unspecified
"a 3h feeder cable maintenance on near Mathura next monday in the evening, non-urgent",trd,MTJ-AGC,low,evening
Please need OHE wire tensioning on NDLS-MTJ day after tomorrow before dawn,trd,NDLS-MTJ,medium,early_morning
"need relay room maintenance on New Delhi to Mathura in 3 days in the pre-dawn hours, whenever convenient",st,NDLS-MTJ,low,early_morning
Kindly plan telecom cable repair on the Pandit Deen Dayal Upadhyaya Jn section next monday,st,ALD-MGS,medium,unspecified
optical fiber repair on near Prayagraj during the morning a 1h next saturday,st,ALD-MGS,medium,morning
"plan point machine repair on ALD-MGS during the morning in a week, routine",st,ALD-MGS,low,morning
deep screening required near Agra to Kanpur tonight,engg,AGC-CNB,medium,unspecified
"plan OHE snag rectification on the Prayagraj-Mughalsarai stretch during the afternoon today, high priority",trd,ALD-MGS,high,afternoon
Kindly schedule a 2h traction transformer check this weekend during the afternoon on MTJ-AGC,trd,MTJ-AGC,medium,afternoon
Priority broken rail repair required near MTJ-AGC in 3 days,engg,MTJ-AGC,high,unspecified
"track inspection on the Prayagraj-Mughalsarai stretch late at night , as soon as possible a 4h in a week",engg,ALD-MGS,high,night
"Please plan ballast renewal on BPL-ET in the morning this weekend, as soon as possible",engg,BPL-ET,high,morning
Requesting to a 1h broken rail repair on Kanpur to Allahabad today during the evening,engg,CNB-ALD,medium,evening
OHE inspection on Agra to Kanpur during the evening a 3h next friday,trd,AGC-CNB,medium,evening
Kindly need rail grinding on the Kanpur-Prayagraj stretch tomorrow in the pre-dawn hours,engg,CNB-ALD,medium,early_morning
"Please need signal maintenance on the Delhi-Mathura corridor this weekend before dawn, urgent",st,NDLS-MTJ,critical,early_morning
Critical traction transformer check required near Kanpur Central section in 3 days in the pre-dawn hours,trd,AGC-CNB,critical,early_morning
"Please a 2h catenary wire repair on Prayagraj section tomorrow before dawn, routine",trd,CNB-ALD,low,early_morning
"Please ballast renewal on New Delhi to Mathura next thursday, top priority",engg,NDLS-MTJ,critical,unspecified
"Requesting to plan rail grinding on near Prayagraj in the evening next thursday, critical",engg,ALD-MGS,critical,evening
"Can you schedule traction substation check on the Pandit Deen Dayal Upadhyaya Jn section tomorrow in the morning, minor",trd,ALD-MGS,low,morning
"We need to plan power supply inspection on ALD-MGS tomorrow, high priority",trd,ALD-MGS,high,unspecified
Immediately auto tensioning device check required near Bhopal to Itarsi in 3 days early morning,trd,BPL-ET,critical,early_morning
"Can you schedule a 3h signal maintenance on AGC-CNB this weekend late at night, routine",st,AGC-CNB,low,night
Requesting to schedule a 1h traction substation check today in the morning on the Pandit Deen Dayal Upadhyaya Jn section,trd,ALD-MGS,medium,morning
Kindly plan track inspection on near Mathura in the afternoon next wednesday,engg,MTJ-AGC,medium,afternoon
"Requesting to schedule a quick signal failure attention next monday during the afternoon on near Kanpur, top priority",st,CNB-ALD,critical,afternoon
"Please a 4h route relay interlocking check on Itarsi section in 3 days in the midnight window, important",st,BPL-ET,high,night
Urgent signal maintenance required near Agra Cantt section next monday,st,MTJ-AGC,critical,unspecified
"We need to a quick track tamping on the Prayagraj-Mughalsarai stretch next tuesday in the midnight window, low priority",engg,ALD-MGS,low,night
